v5.5_gene	v5.3.1	v5.5	v6
Cre06.g271700	Cre06.g271700.t1.3	Cre06.g271700.t1.1	ChCC-v11012582m.g
Cre06.g271750	Cre06.g271750.t1.2	Cre06.g271750.t1.2	ChCC-v11012583m.g
Cre06.g271800	Cre06.g271800.t1.2	Cre06.g271800.t2.1	ChCC-v11012586m.g
Cre06.g271850	Cre06.g271850.t1.2	Cre06.g271850.t1.2	ChCC-v11012587m.g
Cre06.g271900	Cre06.g271900.t1.2	Cre06.g271900.t2.1	ChCC-v11012590m.g
Cre06.g271950	Cre06.g271950.t1.2	Cre06.g271950.t1.2	ChCC-v11012591m.g
Cre06.g272000	Cre06.g272000.t1.1	Cre06.g272000.t1.1	ChCC-v11012592m.g
Cre06.g272050	Cre06.g272050.t1.2	Cre06.g272050.t1.2	ChCC-v11012596m.g
Cre06.g272100	Cre06.g272100.t1.3	Cre06.g272100.t1.1	ChCC-v11012597m.g
Cre06.g272150	Cre06.g272150.t1.2	Cre06.g272150.t1.2	ChCC-v11012598m.g
Cre06.g272200	Cre06.g272200.t1.2	Cre06.g272200.t1.2	ChCC-v11012599m.g
Cre06.g272250	Cre06.g272250.t1.1	Cre06.g272250.t1.1	ChCC-v11012601m.g
Cre06.g272300	Cre06.g272300.t1.2	Cre06.g272300.t1.2	ChCC-v11012602m.g
Cre06.g272350	Cre06.g272350.t1.2	Cre06.g272350.t1.2	ChCC-v11012603m.g
Cre06.g272400	Cre06.g272400.t1.2	Cre06.g272400.t1.2	ChCC-v11012604m.g
Cre06.g272450	Cre06.g272450.t1.3	Cre06.g272450.t1.1	ChCC-v11012606m.g
Cre06.g272475	Cre06.g272489.t1.2	Cre06.g272475.t1.1	ChCC-v11012607m.g
Cre06.g272500	Cre06.g272500.t1.2	Cre06.g272500.t1.2	ChCC-v11012610m.g
Cre06.g272550	Cre06.g272550.t1.2	Cre06.g272550.t1.2	
Cre06.g272650	Cre06.g272650.t1.2	Cre06.g272650.t1.2	ChCC-v11012616m.g
Cre06.g272750	Cre06.g272750.t1.3	Cre06.g272750.t1.1	ChCC-v11012618m.g
Cre06.g272760	Cre06.g272760.t1.2	Cre06.g272760.t1.2	ex.Chreiv61e012935m.g
Cre06.g272850	Cre06.g272850.t1.2	Cre06.g272850.t1.2	ChCC-v11012625m.g
Cre06.g272900	Cre06.g272900.t1.2	Cre06.g272900.t1.2	ChCC-v11012628m.g
Cre06.g272950	Cre06.g272950.t1.3	Cre06.g272950.t1.1	ChCC-v11012631m.g
Cre06.g273000	Cre06.g273000.t1.2	Cre06.g273000.t1.2	ChCC-v11012632m.g
Cre06.g273050	Cre06.g273050.t1.2	Cre06.g273050.t1.2	ChCC-v11012634m.g
Cre06.g273100	Cre06.g273100.t1.3	Cre06.g273100.t1.1	ChCC-v11012635m.g
Cre06.g273150	Cre06.g273150.t1.2	Cre06.g273150.t1.2	ChCC-v11012637m.g
Cre06.g273200	Cre06.g273200.t1.3	Cre06.g273200.t1.1	ChCC-v11012639m.g
Cre06.g273300	Cre06.g273300.t1.2	Cre06.g273300.t1.2	ChCC-v11012646m.g
Cre06.g273350	Cre06.g273350.t1.2	Cre06.g273350.t1.2	ChCC-v11012648m.g
Cre06.g273400	Cre06.g273400.t1.2	Cre06.g273400.t1.2	ChCC-v11012650m.g
Cre06.g273413	Cre06.g273413.t1.3	Cre06.g273413.t1.1	ChCC-v11012651m.g
Cre06.g273450	Cre06.g273450.t1.3	Cre06.g273450.t1.1	ChCC-v11012652m.g
Cre06.g273500	Cre06.g273500.t1.2	Cre06.g273500.t2.1	ChCC-v11012655m.g
Cre06.g273550	Cre06.g273550.t1.2	Cre06.g273550.t1.2	ChCC-v11012657m.g
Cre06.g273600	Cre06.g273600.t1.2	Cre06.g273600.t1.2	ChCC-v11012659m.g
Cre06.g273650	Cre06.g273650.t1.2	Cre06.g273650.t1.2	ChCC-v11012661m.g
Cre06.g273700	Cre06.g273700.t1.2	Cre06.g273700.t1.2	ChCC-v11012662m.g
Cre06.g273750	Cre06.g273750.t1.3	Cre06.g273750.t1.1	ChCC-v11012664m.g
Cre06.g273800	Cre06.g273800.t1.2	Cre06.g273800.t1.2	ChCC-v11012667m.g
Cre06.g273850	Cre06.g273850.t1.2	Cre06.g273850.t1.2	ChCC-v11012669m.g
Cre06.g273900	Cre06.g273900.t1.2	Cre06.g273900.t1.2	ChCC-v11012670m.g
Cre06.g273950	Cre06.g273950.t1.2	Cre06.g273950.t1.2	ChCC-v11012671m.g
Cre06.g274000	Cre06.g274000.t1.2	Cre06.g274000.t1.2	ChCC-v11012672m.g
Cre06.g274050	Cre06.g274050.t1.3	Cre06.g274050.t1.1	ChCC-v11012675m.g
Cre06.g274150	Cre06.g274150.t1.2	Cre06.g274150.t1.2	ChCC-v11012677m.g
Cre06.g274200	Cre06.g274200.t1.2	Cre06.g274200.t1.2	ChCC-v11012678m.g
Cre06.g274300	Cre06.g274300.t1.2	Cre06.g274300.t1.2	ChCC-v11012680m.g
Cre06.g274350	Cre06.g274350.t1.2	Cre06.g274350.t1.2	ChCC-v11012681m.g
Cre06.g274400	Cre06.g274400.t1.2	Cre06.g274400.t1.2	ChCC-v11012682m.g
Cre06.g274450	Cre06.g274450.t1.3	Cre06.g274450.t1.1	ChCC-v11012684m.g
Cre06.g274500	Cre06.g274500.t1.2	Cre06.g274500.t1.2	ChCC-v11012687m.g
Cre06.g274550	Cre06.g274550.t1.3	Cre06.g274550.t1.1	ChCC-v11012688m.g
Cre06.g274600	Cre06.g274600.t1.2	Cre06.g274600.t1.2	ChCC-v11012693m.g
Cre06.g274700	Cre06.g274700.t1.3	Cre06.g274700.t1.1	ChCC-v11012697m.g
Cre06.g274750	Cre06.g274750.t1.2	Cre06.g274750.t1.2	ChCC-v11012699m.g
Cre06.g274800	Cre06.g274800.t1.2	Cre06.g274800.t1.2	ChCC-v11012700m.g
Cre06.g274850	Cre06.g274850.t1.2	Cre06.g274850.t1.2	ChCC-v11012701m.g
Cre06.g274900	Cre06.g274900.t1.2	Cre06.g274900.t1.2	ChCC-v11012702m.g
Cre06.g274950	Cre06.g274950.t1.3	Cre06.g274950.t1.1	ChCC-v11012703m.g
Cre06.g274994	Cre06.g274994.t1.2	Cre06.g274994.t1.2	ChCC-v11012704m.g
Cre06.g275000	Cre06.g275000.t1.3	Cre06.g275000.t1.1	ChCC-v11012706m.g
Cre06.g275050	Cre06.g275050.t1.1	Cre06.g275050.t1.1	ChCC-v11012708m.g
Cre06.g275100	Cre06.g275100.t1.2	Cre06.g275100.t1.2	ChCC-v11012713m.g
Cre06.g275150	Cre06.g275150.t1.2	Cre06.g275150.t1.2	ChCC-v11012715m.g
Cre06.g275200	Cre06.g275200.t1.3	Cre06.g275200.t1.1	ChCC-v11012716m.g
Cre06.g275250	Cre06.g275250.t1.2	Cre06.g275250.t1.2	ChCC-v11012717m.g
Cre06.g275300	Cre06.g275300.t1.2	Cre06.g275300.t1.2	ChCC-v11012719m.g
Cre06.g275350	Cre06.g275350.t1.3	Cre06.g275350.t1.1	ChCC-v11012723m.g
Cre06.g275400	Cre06.g275400.t1.3	Cre06.g275400.t1.1	ChCC-v11012726m.g
Cre06.g275500	Cre06.g275500.t1.2	Cre06.g275500.t1.2	ChCC-v11012732m.g
Cre06.g275550	Cre06.g275550.t1.3	Cre06.g275550.t1.1	ChCC-v11012733m.g
Cre06.g275600	Cre06.g275600.t1.2	Cre06.g275600.t1.2	ChCC-v11012736m.g
Cre06.g275650	Cre06.g275650.t1.2	Cre06.g275650.t1.2	ChCC-v11012737m.g
Cre06.g275700	Cre06.g275700.t1.2	Cre06.g275700.t1.2	ChCC-v11012738m.g
Cre06.g275750	Cre06.g275750.t1.2	Cre06.g275750.t1.2	ChCC-v11012739m.g
Cre06.g275800	Cre06.g275800.t1.2	Cre06.g275800.t1.2	ChCC-v11012740m.g
Cre06.g275850	Cre06.g275850.t1.2	Cre06.g275850.t1.2	ChCC-v11012741m.g
Cre06.g275900	Cre06.g275900.t1.2	Cre06.g275900.t1.2	ChCC-v11012742m.g
Cre06.g275950	Cre06.g275950.t1.3	Cre06.g275950.t1.1	ChCC-v11012746m.g
Cre06.g276001	Cre06.g276000.t1.2	Cre06.g276001.t1.1	ChCC-v11012747m.g
Cre06.g276050	Cre06.g276050.t1.2	Cre06.g276050.t1.2	ChCC-v11012752m.g
Cre06.g276100	Cre06.g276100.t1.2	Cre06.g276100.t1.2	ChCC-v11012753m.g
Cre06.g276150	Cre06.g276150.t1.2	Cre06.g276150.t2.1	ChCC-v11012757m.g
Cre06.g276250	Cre06.g276250.t1.3	Cre06.g276250.t1.1	ChCC-v11012762m.g
Cre06.g276300	Cre06.g276300.t1.3	Cre06.g276300.t1.1	ChCC-v11012764m.g
Cre06.g276350	Cre06.g276350.t1.3	Cre06.g276350.t1.1	ChCC-v11012766m.g
Cre06.g276371	Cre06.g276371.t1.2	Cre06.g276371.t1.2	ChCC-v11012767m.g
Cre06.g276400	Cre06.g276400.t1.3	Cre06.g276400.t1.1	ChCC-v11012768m.g
Cre06.g276450	Cre06.g276450.t1.3	Cre06.g276450.t2.1	ChCC-v11012771m.g
Cre06.g276550	Cre06.g276550.t1.2	Cre06.g276550.t1.2	ChCC-v11012774m.g
Cre06.g276650	Cre06.g276650.t1.2	Cre06.g276650.t1.2	ChCC-v11012776m.g
Cre06.g276700	Cre06.g276700.t1.2	Cre06.g276700.t1.2	ChCC-v11012778m.g
Cre06.g276750	Cre06.g276750.t1.3	Cre06.g276750.t1.1	ChCC-v11012781m.g
Cre06.g276759	Cre06.g276759.t1.2	Cre06.g276759.t2.1	ChCC-v11012782m.g
Cre06.g276800	Cre06.g276800.t1.2	Cre06.g276800.t1.2	ChCC-v11012786m.g
Cre06.g276850	Cre06.g276850.t1.2	Cre06.g276850.t1.2	ChCC-v11012787m.g
Cre06.g276950	Cre06.g276950.t1.2	Cre06.g276950.t1.2	ChCC-v11012789m.g
Cre06.g277000	Cre06.g277000.t1.2	Cre06.g277000.t1.2	ChCC-v11012790m.g
Cre06.g277100	Cre06.g277100.t1.2	Cre06.g277100.t1.2	ChCC-v11012792m.g
Cre06.g277150	Cre06.g277150.t1.2	Cre06.g277150.t1.2	ChCC-v11012802m.g
Cre06.g277200	Cre06.g277200.t1.2	Cre06.g277200.t1.2	ChCC-v11012803m.g
Cre06.g277250	Cre06.g277250.t1.2	Cre06.g277250.t1.2	ChCC-v11012805m.g
Cre06.g277350	Cre06.g277350.t1.3	Cre06.g277350.t1.1	ChCC-v11012808m.g
Cre06.g277400	Cre06.g277400.t1.3	Cre06.g277400.t1.1	ChCC-v11012810m.g
Cre06.g277500	Cre06.g277500.t1.2	Cre06.g277500.t1.2	
Cre06.g277550	Cre06.g277550.t1.2	Cre06.g277550.t1.2	ChCC-v11012815m.g
Cre06.g277600	Cre06.g277600.t1.2	Cre06.g277600.t1.2	ChCC-v11012816m.g
Cre06.g277650	Cre06.g277650.t1.2	Cre06.g277650.t1.2	ChCC-v11012818m.g
Cre06.g277700	Cre06.g277700.t1.3	Cre06.g277700.t1.1	ChCC-v11012820m.g
Cre06.g277750	Cre06.g277750.t1.3	Cre06.g277750.t1.1	ChCC-v11012823m.g
Cre06.g277801	Cre06.g277800.t1.3	Cre06.g277801.t1.1	ChCC-v11012824m.g
Cre06.g277850	Cre06.g277850.t1.2	Cre06.g277850.t1.2	
Cre06.g278298	Cre06.g277960.t1.2	Cre06.g278298.t1.1	
Cre06.g278150	Cre06.g278150.t1.2	Cre06.g278150.t1.1	ChCC-v11013243m.g
Cre06.g278200	Cre06.g278200.t1.2	Cre06.g278200.t1.1	ChCC-v11013251m.g
Cre06.g278250	Cre06.g278250.t1.2	Cre06.g278250.t1.2	ChCC-v11013252m.g
Cre06.g278300	Cre06.g278300.t1.2	Cre06.g278300.t1.2	ChCC-v11013253m.g
Cre06.g278350	Cre06.g278350.t1.3	Cre06.g278350.t1.1	ChCC-v11013255m.g
Cre06.g278400	Cre06.g278400.t1.2	Cre06.g278400.t1.2	ChCC-v11013259m.g
Cre06.g278451	Cre06.g278450.t1.2	Cre06.g278451.t1.1	ChCC-v11013260m.g
Cre06.g278500	Cre06.g278500.t1.1	Cre06.g278500.t1.1	ChCC-v11013262m.g
Cre06.g278550	Cre06.g278550.t1.2	Cre06.g278550.t1.2	ChCC-v11013263m.g
Cre06.g278600	Cre06.g278600.t1.2	Cre06.g278600.t1.2	ChCC-v11013266m.g
Cre06.g278650	Cre06.g278650.t1.1	Cre06.g278650.t1.1	ChCC-v11013268m.g
Cre06.g278700	Cre06.g278700.t1.2	Cre06.g278700.t1.1	ChCC-v11013270m.g
Cre06.g278750	Cre06.g278750.t1.2	Cre06.g278750.t1.2	ChCC-v11013274m.g
Cre06.g278800	Cre06.g278800.t1.2	Cre06.g278800.t1.2	ChCC-v11013275m.g
Cre06.g278850	Cre06.g278850.t1.1	Cre06.g278850.t1.1	ChCC-v11013279m.g
Cre06.g278900	Cre06.g278900.t1.1	Cre06.g278900.t1.1	ChCC-v11013281m.g
Cre06.g278950	Cre06.g278950.t1.1	Cre06.g278950.t1.1	ChCC-v11013282m.g
Cre06.g279000	Cre06.g279000.t1.2	Cre06.g279000.t1.2	ChCC-v11013288m.g
Cre06.g279050	Cre06.g279050.t1.2	Cre06.g279050.t1.2	ChCC-v11013290m.g
Cre06.g279100	Cre06.g279100.t1.2	Cre06.g279100.t1.2	ChCC-v11013292m.g
Cre06.g279150	Cre06.g279150.t1.2	Cre06.g279150.t1.2	ChCC-v11013293m.g
Cre06.g279183	Cre06.g279200.t1.3	Cre06.g279183.t1.1	ChCC-v11013300m.g
Cre06.g279250	Cre06.g279250.t1.2	Cre06.g279250.t1.2	ChCC-v11013302m.g
Cre06.g279300	Cre06.g279300.t1.2	Cre06.g279300.t1.2	ChCC-v11013304m.g
Cre06.g279350	Cre06.g279350.t1.3	Cre06.g279350.t1.1	ChCC-v11013307m.g
Cre06.g279400	Cre06.g279400.t1.2	Cre06.g279400.t1.2	ChCC-v11013308m.g
Cre06.g279450	Cre06.g279450.t1.3	Cre06.g279450.t1.1	ChCC-v11013311m.g
Cre06.g279474	Cre06.g279474.t1.1	Cre06.g279474.t1.1	ChCC-v11013313m.g
Cre06.g279500	Cre06.g279500.t1.1	Cre06.g279500.t1.1	ChCC-v11013314m.g
Cre06.g279550	Cre06.g279550.t1.1	Cre06.g279550.t1.1	ChCC-v11013315m.g
Cre06.g279600	Cre06.g279600.t1.2	Cre06.g279600.t1.1	ChCC-v11013317m.g
Cre06.g279650	Cre06.g279650.t1.1	Cre06.g279650.t1.1	ChCC-v11013320m.g
Cre06.g279750	Cre06.g279750.t1.2	Cre06.g279750.t1.2	ChCC-v11013326m.g
Cre06.g279800	Cre06.g279800.t1.2	Cre06.g279800.t1.2	ChCC-v11013327m.g
Cre06.g279850	Cre06.g279850.t1.2	Cre06.g279850.t1.2	ChCC-v11013330m.g
Cre06.g279900	Cre06.g279900.t1.3	Cre06.g279900.t1.1	ChCC-v11013332m.g
Cre06.g279950	Cre06.g279950.t1.3	Cre06.g279950.t1.1	ChCC-v11013336m.g
Cre06.g280000	Cre06.g280000.t1.3	Cre06.g280000.t2.1	ChCC-v11013338m.g
Cre06.g280050	Cre06.g280050.t1.2	Cre06.g280050.t1.2	ChCC-v11013339m.g
Cre06.g280100	Cre06.g280100.t1.2	Cre06.g280100.t1.2	ChCC-v11013345m.g
Cre06.g280150	Cre06.g280150.t1.2	Cre06.g280150.t1.2	ChCC-v11013347m.g
Cre06.g280200	Cre06.g280200.t1.3	Cre06.g280200.t1.1	ChCC-v11013348m.g
Cre06.g280227	Cre06.g280227.t1.2	Cre06.g280227.t1.2	ChCC-v11013350m.g
Cre06.g280250	Cre06.g280250.t1.2	Cre06.g280250.t1.2	ChCC-v11013353m.g
Cre06.g280300	Cre06.g280300.t1.3	Cre06.g280300.t1.1	ChCC-v11013360m.g
Cre06.g280350	Cre06.g280350.t1.2	Cre06.g280350.t1.2	ChCC-v11013361m.g
Cre06.g280385	Cre06.g280400.t1.3	Cre06.g280385.t1.1	ChCC-v11013366m.g
Cre06.g280420	Cre06.g280420.t1.2	Cre06.g280420.t1.2	ChCC-v11013367m.g
Cre06.g280450	Cre06.g280450.t1.3	Cre06.g280450.t1.1	ChCC-v11013368m.g
Cre06.g280475	Cre06.g280475.t1.2	Cre06.g280475.t1.2	ChCC-v11013369m.g
Cre06.g280500	Cre06.g280500.t1.3	Cre06.g280500.t2.1	ChCC-v11013373m.g
Cre06.g280550	Cre06.g280550.t1.3	Cre06.g280550.t1.1	ChCC-v11013375m.g
Cre06.g280600	Cre06.g280600.t1.2	Cre06.g280600.t1.2	ChCC-v11013376m.g
Cre06.g280650	Cre06.g280650.t1.2	Cre06.g280650.t1.2	ChCC-v11013377m.g
Cre06.g280700	Cre06.g280700.t1.2	Cre06.g280700.t1.2	ChCC-v11013379m.g
Cre06.g280750	Cre06.g280750.t1.3	Cre06.g280750.t1.1	ChCC-v11013380m.g
Cre06.g280800	Cre06.g280800.t1.2	Cre06.g280800.t1.2	ChCC-v11013381m.g
Cre06.g280850	Cre06.g280850.t1.1	Cre06.g280850.t1.1	ChCC-v11013382m.g
Cre06.g280900	Cre06.g280900.t1.3	Cre06.g280900.t2.1	ChCC-v11013384m.g
Cre06.g280950	Cre06.g280950.t1.2	Cre06.g280950.t1.2	ChCC-v11013387m.g
Cre06.g281000	Cre06.g281000.t1.3	Cre06.g281000.t1.1	ChCC-v11013392m.g
Cre06.g281050	Cre06.g281050.t1.2	Cre06.g281050.t1.2	ChCC-v11013393m.g
Cre06.g281100	Cre06.g281100.t1.1	Cre06.g281100.t1.1	ChCC-v11013396m.g
Cre06.g281150	Cre06.g281150.t1.2	Cre06.g281150.t1.2	ChCC-v11013398m.g
Cre06.g281200	Cre06.g281200.t1.3	Cre06.g281200.t1.1	ChCC-v11013401m.g
Cre06.g281250	Cre06.g281250.t1.2	Cre06.g281250.t1.2	ChCC-v11013402m.g
Cre06.g281286	Cre06.g281286.t1.2	Cre06.g281286.t1.2	ChCC-v11013405m.g
Cre06.g281300	Cre06.g281300.t1.2	Cre06.g281300.t1.2	ChCC-v11013407m.g
Cre06.g281350	Cre06.g281350.t1.2	Cre06.g281350.t1.2	ChCC-v11013408m.g
Cre06.g281400	Cre06.g281400.t1.3	Cre06.g281400.t1.1	ChCC-v11013411m.g
Cre06.g281450	Cre06.g281450.t1.3	Cre06.g281450.t1.1	ChCC-v11013414m.g
Cre06.g281500	Cre06.g281500.t1.3	Cre06.g281500.t1.1	ChCC-v11013418m.g
Cre06.g281526	Cre06.g281526.t1.2	Cre06.g281526.t1.2	ChCC-v11013419m.g
Cre06.g281563	Cre06.g281550.t1.3	Cre06.g281563.t1.1	ChCC-v11013421m.g
Cre06.g281600	Cre06.g281600.t1.2	Cre06.g281600.t1.2	ChCC-v11013422m.g
Cre06.g281650	Cre06.g281650.t1.2	Cre06.g281650.t1.2	ChCC-v11013427m.g
Cre06.g281700	Cre06.g281700.t1.3	Cre06.g281700.t1.1	ChCC-v11013428m.g
Cre06.g281750	Cre06.g281750.t1.2	Cre06.g281750.t1.2	ChCC-v11013429m.g
Cre06.g281800	Cre06.g281800.t1.2	Cre06.g281800.t1.2	ChCC-v11013433m.g
Cre06.g281850	Cre06.g281850.t1.2	Cre06.g281850.t1.2	ChCC-v11013435m.g
Cre06.g281900	Cre06.g281900.t1.2	Cre06.g281900.t1.2	ChCC-v11013438m.g
Cre06.g281950	Cre06.g281950.t1.3	Cre06.g281950.t1.1	ChCC-v11013439m.g
Cre06.g282000	Cre06.g282000.t1.3	Cre06.g282000.t1.1	ChCC-v11013442m.g
Cre06.g282050	Cre06.g282050.t1.2	Cre06.g282050.t1.2	ChCC-v11013447m.g
Cre06.g282100	Cre06.g282100.t1.2	Cre06.g282100.t1.2	ChCC-v11013448m.g
Cre06.g282150	Cre06.g282150.t1.1	Cre06.g282150.t1.1	ChCC-v11013451m.g
Cre06.g282200	Cre06.g282200.t1.2	Cre06.g282200.t1.2	ChCC-v11013452m.g
Cre06.g282250	Cre06.g282250.t1.3	Cre06.g282250.t1.1	ChCC-v11013457m.g
Cre06.g282251	Cre06.g282251.t1.2	Cre06.g282251.t1.2	ChCC-v11013458m.g
Cre06.g282300	Cre06.g282300.t1.2	Cre06.g282300.t1.2	ChCC-v11013459m.g
Cre06.g282350	Cre06.g282350.t1.3	Cre06.g282350.t1.1	ChCC-v11013461m.g
Cre06.g282400	Cre06.g282400.t1.2	Cre06.g282400.t1.2	ChCC-v11013462m.g
Cre06.g282450	Cre06.g282450.t1.2	Cre06.g282450.t1.2	ChCC-v11013463m.g
Cre06.g282500	Cre06.g282500.t1.2	Cre06.g282500.t1.2	ChCC-v11013467m.g
Cre06.g282550	Cre06.g282550.t1.2	Cre06.g282550.t1.2	ChCC-v11013468m.g
Cre06.g282600	Cre06.g282600.t1.3	Cre06.g282600.t1.1	ChCC-v11013469m.g
Cre06.g282700	Cre06.g282700.t1.2	Cre06.g282700.t1.2	ChCC-v11013474m.g
Cre06.g282750	Cre06.g282750.t1.3	Cre06.g282750.t1.1	ChCC-v11013475m.g
Cre06.g282800	Cre06.g282800.t1.2	Cre06.g282800.t1.2	ChCC-v11013476m.g
Cre06.g282900	Cre06.g282900.t1.2	Cre06.g282900.t1.2	ChCC-v11013481m.g
Cre06.g282950	Cre06.g282950.t1.2	Cre06.g282950.t1.2	ChCC-v11013483m.g
Cre06.g283000	Cre06.g283000.t1.3	Cre06.g283000.t1.1	ChCC-v11013484m.g
Cre06.g283034	Cre06.g283034.t1.3	Cre06.g283034.t1.1	ChCC-v11013485m.g
Cre06.g283100	Cre06.g283100.t1.2	Cre06.g283100.t1.2	ChCC-v11013488m.g
Cre06.g283150	Cre06.g283150.t1.2	Cre06.g283150.t1.2	ChCC-v11013491m.g
Cre06.g283200	Cre06.g283200.t1.2	Cre06.g283200.t1.2	ChCC-v11013492m.g
Cre06.g283250	Cre06.g283250.t1.2	Cre06.g283250.t1.2	ChCC-v11013494m.g
Cre06.g283300	Cre06.g283300.t1.2	Cre06.g283300.t1.2	ChCC-v11013495m.g
Cre06.g283350	Cre06.g283350.t1.3	Cre06.g283350.t1.1	ChCC-v11013496m.g
Cre06.g283400	Cre06.g283400.t1.2	Cre06.g283400.t1.2	ChCC-v11013499m.g
Cre06.g283450	Cre06.g283450.t1.2	Cre06.g283450.t1.2	ChCC-v11013501m.g
Cre06.g283500	Cre06.g283500.t1.3	Cre06.g283500.t1.1	ChCC-v11013503m.g
Cre06.g283550	Cre06.g283550.t1.1	Cre06.g283550.t1.1	ChCC-v11013505m.g
Cre06.g283600	Cre06.g283600.t1.2	Cre06.g283600.t1.2	ChCC-v11013506m.g
Cre06.g283700	Cre06.g283700.t1.2	Cre06.g283700.t1.2	ChCC-v11013513m.g
Cre06.g283750	Cre06.g283750.t1.2	Cre06.g283750.t1.2	ChCC-v11013514m.g
Cre06.g283800	Cre06.g283800.t1.2	Cre06.g283800.t1.2	ChCC-v11013515m.g
Cre06.g283850	Cre06.g283850.t1.2	Cre06.g283850.t1.2	ChCC-v11013516m.g
Cre06.g283900	Cre06.g283900.t1.2	Cre06.g283900.t1.2	ChCC-v11013518m.g
Cre06.g283950	Cre06.g283950.t1.2	Cre06.g283950.t1.2	ChCC-v11013522m.g
Cre06.g283975	Cre06.g284000.t1.2	Cre06.g283975.t1.1	
Cre06.g284050	Cre06.g284050.t1.2	Cre06.g284050.t1.2	ChCC-v11013525m.g
Cre06.g284100	Cre06.g284100.t1.2	Cre06.g284100.t1.2	ChCC-v11013531m.g
Cre06.g284150	Cre06.g284150.t1.3	Cre06.g284150.t1.1	ChCC-v11013535m.g
Cre06.g284200	Cre06.g284200.t1.2	Cre06.g284200.t1.2	ChCC-v11013537m.g
Cre06.g284300	Cre06.g284300.t1.3	Cre06.g284300.t1.1	ChCC-v11013539m.g
Cre06.g284400	Cre06.g284400.t1.2	Cre06.g284400.t1.2	ChCC-v11013545m.g
Cre06.g284450	Cre06.g284450.t1.2	Cre06.g284450.t1.2	ChCC-v11013550m.g
Cre06.g284500	Cre06.g284500.t1.2	Cre06.g284500.t1.2	ChCC-v11013551m.g
Cre06.g284550	Cre06.g284550.t1.2	Cre06.g284550.t1.2	ChCC-v11013552m.g
Cre06.g284600	Cre06.g284600.t1.2	Cre06.g284600.t1.2	ChCC-v11013556m.g
Cre06.g284650	Cre06.g284650.t1.2	Cre06.g284650.t1.2	ChCC-v11013558m.g
Cre06.g284700	Cre06.g284700.t1.2	Cre06.g284700.t1.2	ChCC-v11013559m.g
Cre06.g284750	Cre06.g284750.t1.2	Cre06.g284750.t1.2	ChCC-v11013561m.g
Cre06.g284800	Cre06.g284800.t1.2	Cre06.g284800.t1.2	ChCC-v11013562m.g
Cre06.g284850	Cre06.g284850.t1.3	Cre06.g284850.t2.1	ChCC-v11013564m.g
Cre06.g284900	Cre06.g284900.t1.2	Cre06.g284900.t2.1	ChCC-v11013565m.g
Cre06.g284950	Cre06.g284950.t1.3	Cre06.g284950.t1.1	ChCC-v11013567m.g
Cre06.g285001	Cre06.g285000.t1.3	Cre06.g285001.t1.1	ChCC-v11013571m.g
Cre06.g285050	Cre06.g285050.t1.2	Cre06.g285050.t1.1	ChCC-v11013573m.g
Cre06.g285100	Cre06.g285100.t1.3	Cre06.g285100.t1.1	ChCC-v11013575m.g
Cre06.g285150	Cre06.g285150.t1.2	Cre06.g285150.t1.2	ChCC-v11013577m.g
Cre06.g285200	Cre06.g285200.t1.1	Cre06.g285200.t1.1	ChCC-v11013578m.g
Cre06.g285300	Cre06.g285300.t1.3	Cre06.g285300.t1.1	ChCC-v11013581m.g
Cre06.g285350	Cre06.g285350.t1.3	Cre06.g285350.t2.1	ChCC-v11013587m.g
Cre06.g285401	Cre06.g285400.t1.3	Cre06.g285401.t1.1	ChCC-v11013588m.g
Cre06.g285451	Cre06.g285450.t1.3	Cre06.g285451.t1.1	ChCC-v11013589m.g
Cre06.g285500	Cre06.g285500.t1.2	Cre06.g285500.t1.1	ChCC-v11013590m.g
Cre06.g285550	Cre06.g285550.t1.3	Cre06.g285550.t1.1	ChCC-v11013593m.g
Cre06.g285600	Cre06.g285600.t1.2	Cre06.g285600.t2.1	ChCC-v11013597m.g
Cre06.g285650	Cre06.g285650.t1.2	Cre06.g285650.t1.2	ChCC-v11013599m.g
Cre06.g285700	Cre06.g285700.t1.2	Cre06.g285700.t1.2	ChCC-v11013600m.g
Cre06.g285750	Cre06.g285750.t1.3	Cre06.g285750.t1.1	ChCC-v11013601m.g
Cre06.g285800	Cre06.g285800.t1.2	Cre06.g285800.t1.2	ChCC-v11013603m.g
Cre06.g285850	Cre06.g285850.t1.2	Cre06.g285850.t2.1	ChCC-v11013604m.g
Cre06.g285900	Cre06.g285900.t1.3	Cre06.g285900.t1.1	ChCC-v11013608m.g
Cre06.g285950	Cre06.g285950.t1.2	Cre06.g285950.t1.2	ChCC-v11013609m.g
Cre06.g286000	Cre06.g286000.t1.2	Cre06.g286000.t1.2	ChCC-v11013611m.g
Cre06.g286050	Cre06.g286050.t1.2	Cre06.g286050.t1.2	ChCC-v11013612m.g
Cre06.g286100	Cre06.g286100.t1.3	Cre06.g286100.t1.1	ChCC-v11013616m.g
Cre06.g286150	Cre06.g286150.t1.2	Cre06.g286150.t1.2	ChCC-v11013619m.g
Cre06.g286200	Cre06.g286200.t1.2	Cre06.g286200.t1.2	ChCC-v11013620m.g
Cre06.g286250	Cre06.g286250.t1.2	Cre06.g286250.t1.2	ChCC-v11013624m.g
Cre06.g286300	Cre06.g286300.t1.2	Cre06.g286300.t1.2	ChCC-v11013627m.g
